roc_auc,pr_auc,brier,brier_skill_score,country_iso3,n_obs,pos_rate
0.6055254891265922,0.32688484875030854,0.1968920244875933,-0.04245400470499572,MEX,7240,0.2527624309392265
0.6015660023389533,0.12415739196049638,0.10053723291493007,-0.28396853621519313,PRT,7240,0.0856353591160221
0.59585740700718,0.1088336335941156,0.10360351435018633,-0.3040961443225336,PER,7240,0.08701657458563536
0.590715463254811,0.8231743476345117,0.22719377992233528,-0.23475371997936723,THA,7240,0.7569060773480663
0.5847616964285715,0.3691458723976228,0.2557723557618317,-0.19705116387333854,IDN,7240,0.30939226519337015
0.5812930606127253,0.6979614519944035,0.2517606020018185,-0.07497263275502553,DEU,7240,0.6256906077348067
0.5750840178571428,0.7564188392461957,0.2450814869602959,-0.14701637061517925,PHL,7240,0.6906077348066298
0.5643394750269289,0.26779572873231305,0.33502566956149304,-0.9911833479002798,ZWE,7240,0.21408839779005526
0.564283199195171,0.028326984127564927,0.03678018734216533,-0.9395665473105488,BOL,7240,0.019337016574585635
0.5572633814102563,0.17904655758465504,0.14555780571906218,-0.2227228905544092,SWE,7240,0.13812154696132597
0.5475583829437104,0.22057344022913,0.18947847286648575,-0.20178195626135031,KEN,7240,0.19613259668508287
0.5453008365508366,0.664951078078442,0.2791292930559993,-0.17690537577961307,FRA,7240,0.6132596685082873
0.5436132695756127,0.010734492173266469,0.02425315003571895,-1.5329585919750977,LAO,7240,0.009668508287292817
0.5405297490068617,0.22851473426388189,0.19122099012681784,-0.13120094935801352,CHL,7240,0.2154696132596685
0.5342892569225377,0.8886140906023978,0.14329828515863127,-0.31639540696303414,ZAF,7240,0.8756906077348067
0.5256776298089858,0.36504233958988486,0.25188768895988867,-0.11004742776633214,POL,7240,0.34806629834254144
0.5206916498993964,0.042277692665362,0.05756100033889807,-2.035422023505255,NOR,7240,0.019337016574585635
0.519697349867286,0.7717116330752695,0.22074512503688262,-0.19970654302145174,IRL,7240,0.7569060773480663
0.5137453576490898,0.4273981544220494,0.31813232155287496,-0.3205049593555729,KOR,7240,0.4046961325966851
0.5049038461538461,0.1856867483391299,0.19179819069651557,-0.3019426108072616,BRA,7240,0.17955801104972377
0.5035627492086981,0.3688137639758226,0.26195943076461453,-0.12889256036891195,CHN,7240,0.3660220994475138
0.4944497274451888,0.09042996745754193,0.13936055205414627,-0.7541833377406568,ARG,7240,0.08701657458563536
0.48877292014668894,0.8905010735173777,0.13226799683593268,-0.3311773421168489,AUS,7240,0.888121546961326
0.4837536265432099,0.5496220017195641,0.28790028611604007,-0.16443225598118394,TUR,7240,0.5524861878453039
0.47386992910069836,0.23180683646917122,0.21031666225203768,-0.1753605922770307,NLD,7240,0.23342541436464087
0.45907175404050493,0.24735115733767596,0.2560224714473408,-0.2766077356371235,GRC,7240,0.2776243093922652
0.45351504403131115,0.18330159764261733,0.19563420842786455,-0.25424115504995526,JPN,7240,0.19337016574585636
0.452415238645921,0.29184588242394105,0.2949332556801006,-0.35440263377288717,ESP,7240,0.32044198895027626
0.4449634162134163,0.02568511826733006,0.038733267124759135,-0.3146237392118456,NAM,7240,0.03038674033149171
0.44220736234736324,0.19259654797270426,0.233519094069994,-0.3687559226778321,ITA,7240,0.21823204419889503
0.4374384424508494,0.2591465168159036,0.3750751442873095,-0.7870130507634565,MYS,7240,0.29972375690607733
0.4234565826330532,0.982096583616867,0.03520630019062131,-1.5846355194284438,CAN,7240,0.9861878453038674
0.4068368473895582,0.06565614330165606,0.11749559034510759,-0.5458927852594659,HUN,7240,0.08287292817679558
0.4002662060556797,0.02289871060966168,0.0689597717360508,-1.4484899620345573,VNM,7240,0.029005524861878452
0.33303757173601145,0.06506005174407609,0.1676211837103954,-0.9696691533487316,MAR,7240,0.09392265193370165
